Unnamed: 0,Region,Country,Year,Gender,Completion Rate for Primary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes,","Gross intake ratio to the last grade of primary education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
3808,SDG: Sub-Saharan Africa,Ghana,2016,male,69.7,55.31,16.1,88.92935483870968,73.7825,22.09,4.39
3809,SDG: Sub-Saharan Africa,Ghana,2017,female,77.4,56.68,18.06,94.48,73.7825,20.1,3.53
3810,SDG: Sub-Saharan Africa,Ghana,2017,male,70.3,55.35,17.53,94.96,73.7825,20.1,3.53
3811,SDG: Sub-Saharan Africa,Ghana,2018,female,73.15,57.0,19.84,94.61,73.7825,18.6,3.89
3812,SDG: Sub-Saharan Africa,Ghana,2018,male,68.88,55.91,19.38,93.04,73.7825,18.6,3.89
3813,SDG: Sub-Saharan Africa,Ghana,2019,female,79.4,58.74,20.74,88.92935483870968,73.7825,14.27,3.15
3814,SDG: Sub-Saharan Africa,Ghana,2019,male,71.4,57.76,20.31,88.92935483870968,73.7825,14.27,3.15
3815,SDG: Sub-Saharan Africa,Ghana,2020,female,80.4,59.38,21.93,88.92935483870968,70.86,13.63,3.41
3816,SDG: Sub-Saharan Africa,Ghana,2020,male,72.0,58.02,21.05,88.92935483870968,81.27,13.63,3.41
3819,SDG: Sub-Saharan Africa,Guinea,2012,female,35.58,17.9,0.0,53.82,73.7825,9.46,1.83
3820,SDG: Sub-Saharan Africa,Guinea,2012,male,49.38,18.82,0.0,66.27,73.7825,9.46,1.83
3821,SDG: Sub-Saharan Africa,Guinea,2013,female,36.6,19.71,0.0,54.55,73.7825,14.13,2.63
3822,SDG: Sub-Saharan Africa,Guinea,2013,male,49.5,20.97,0.0,67.0,73.7825,14.13,2.63
3823,SDG: Sub-Saharan Africa,Guinea,2014,female,38.6,21.13,0.0,55.99,14.79,11.99,2.42
3824,SDG: Sub-Saharan Africa,Guinea,2014,male,51.2,22.24,0.0,68.42,38.61,11.99,2.42
3825,SDG: Sub-Saharan Africa,Guinea,2015,female,40.5,14.11,0.0,51.51,73.7825,11.6,2.52
3826,SDG: Sub-Saharan Africa,Guinea,2015,male,52.7,14.77,0.0,68.94,73.7825,11.6,2.52
3827,SDG: Sub-Saharan Africa,Guinea,2016,female,49.17,21.59,0.0,51.2,73.7825,15.77,2.54
3828,SDG: Sub-Saharan Africa,Guinea,2016,male,57.74,22.96,0.0,67.98,73.7825,15.77,2.54
3829,SDG: Sub-Saharan Africa,Guinea,2017,female,43.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,45.87,73.7825,13.38,2.32
3830,SDG: Sub-Saharan Africa,Guinea,2017,male,55.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,60.5,73.7825,13.38,2.32
3831,SDG: Sub-Saharan Africa,Guinea,2018,female,39.08,17.31,0.0,46.97,21.19,14.87,2.38
3832,SDG: Sub-Saharan Africa,Guinea,2018,male,52.34,17.86,0.0,62.46,50.86,14.87,2.38
3833,SDG: Sub-Saharan Africa,Guinea,2019,female,47.4,16.67,0.0,47.91,73.7825,12.41,1.86
3834,SDG: Sub-Saharan Africa,Guinea,2019,male,57.9,17.09,0.0,62.51,73.7825,12.41,1.86
3835,SDG: Sub-Saharan Africa,Guinea,2020,female,49.3,17.37,0.0,51.97,73.7825,14.29,2.43
3836,SDG: Sub-Saharan Africa,Guinea,2020,male,59.3,17.86,0.0,66.62,73.7825,14.29,2.43
3863,SDG: Sub-Saharan Africa,Kenya,2012,female,75.7,59.62,0.0,88.92935483870968,73.7825,15.022455621301775,4.93
3864,SDG: Sub-Saharan Africa,Kenya,2012,male,64.7,58.12,0.0,88.92935483870968,73.7825,15.022455621301775,4.93
3865,SDG: Sub-Saharan Africa,Kenya,2013,female,76.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.84
3866,SDG: Sub-Saharan Africa,Kenya,2013,male,65.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.84
3867,SDG: Sub-Saharan Africa,Kenya,2014,female,86.93,71.1,0.0,97.89,71.89,15.022455621301775,4.72
3868,SDG: Sub-Saharan Africa,Kenya,2014,male,81.44,72.99,0.0,96.52,83.05,15.022455621301775,4.72
3869,SDG: Sub-Saharan Africa,Kenya,2015,female,78.2,74.66,0.0,99.64,73.7825,15.022455621301775,4.74
3870,SDG: Sub-Saharan Africa,Kenya,2015,male,65.6,75.6,0.0,98.65,73.7825,15.022455621301775,4.74
3871,SDG: Sub-Saharan Africa,Kenya,2016,female,78.9,74.74,0.0,100.08,73.7825,15.022455621301775,4.9
3872,SDG: Sub-Saharan Africa,Kenya,2016,male,65.9,76.76,0.0,99.28,73.7825,15.022455621301775,4.9
3873,SDG: Sub-Saharan Africa,Kenya,2017,female,79.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.96
3874,SDG: Sub-Saharan Africa,Kenya,2017,male,66.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.96
3875,SDG: Sub-Saharan Africa,Kenya,2018,female,80.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,5.11
3876,SDG: Sub-Saharan Africa,Kenya,2018,male,66.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,5.11
3877,SDG: Sub-Saharan Africa,Kenya,2019,female,83.8,64.44,0.0,88.92935483870968,73.7825,15.022455621301775,4.58
3878,SDG: Sub-Saharan Africa,Kenya,2019,male,77.0,65.84,0.0,88.92935483870968,73.7825,15.022455621301775,4.58
3879,SDG: Sub-Saharan Africa,Kenya,2020,female,81.32,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,17.92,4.63
3880,SDG: Sub-Saharan Africa,Kenya,2020,male,73.92,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,17.92,4.63
3885,SDG: Sub-Saharan Africa,Lesotho,2012,female,73.8,43.88,0.0,92.83,73.7825,17.43,7.67
3886,SDG: Sub-Saharan Africa,Lesotho,2012,male,48.0,42.3,0.0,73.71,73.7825,17.43,7.67
3887,SDG: Sub-Saharan Africa,Lesotho,2013,female,75.1,40.73,0.0,93.14,73.7825,19.31,7.29
3888,SDG: Sub-Saharan Africa,Lesotho,2013,male,49.2,39.29,0.0,72.82,73.7825,19.31,7.29
3889,SDG: Sub-Saharan Africa,Lesotho,2014,female,78.18,35.79,0.0,91.38,85.46,18.1,7.2
3890,SDG: Sub-Saharan Africa,Lesotho,2014,male,52.6,34.63,0.0,73.08,65.06,18.1,7.2
3891,SDG: Sub-Saharan Africa,Lesotho,2015,female,78.7,39.78,0.0,90.73,73.7825,15.99,7.12
3892,SDG: Sub-Saharan Africa,Lesotho,2015,male,52.0,38.92,0.0,72.75,73.7825,15.99,7.12
3893,SDG: Sub-Saharan Africa,Lesotho,2016,female,81.1,39.75,0.0,93.53,73.7825,15.95,7.8
3894,SDG: Sub-Saharan Africa,Lesotho,2016,male,53.5,38.12,0.0,77.69,73.7825,15.95,7.8
3895,SDG: Sub-Saharan Africa,Lesotho,2017,female,83.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.07,8.16
3896,SDG: Sub-Saharan Africa,Lesotho,2017,male,54.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.07,8.16
3897,SDG: Sub-Saharan Africa,Lesotho,2018,female,91.83,35.41,0.0,88.92935483870968,73.7825,14.36,7.28
3898,SDG: Sub-Saharan Africa,Lesotho,2018,male,68.6,34.51,0.0,88.92935483870968,73.7825,14.36,7.28
3899,SDG: Sub-Saharan Africa,Lesotho,2019,female,87.7,33.45,0.0,96.34,73.7825,13.83,7.31
3900,SDG: Sub-Saharan Africa,Lesotho,2019,male,57.0,32.64,0.0,84.98,73.7825,13.83,7.31
3901,SDG: Sub-Saharan Africa,Lesotho,2020,female,89.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,14.77,6.95
3902,SDG: Sub-Saharan Africa,Lesotho,2020,male,57.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,14.77,6.95
3907,SDG: Sub-Saharan Africa,Liberia,2012,female,30.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,5.18,1.78
3908,SDG: Sub-Saharan Africa,Liberia,2012,male,27.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,5.18,1.78
3909,SDG: Sub-Saharan Africa,Liberia,2013,female,32.46,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,5.65,1.69
3910,SDG: Sub-Saharan Africa,Liberia,2013,male,36.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,5.65,1.69
3911,SDG: Sub-Saharan Africa,Liberia,2014,female,31.8,160.29,0.0,54.95,73.7825,6.76,2.2
3912,SDG: Sub-Saharan Africa,Liberia,2014,male,27.3,159.88,0.0,64.92,73.7825,6.76,2.2
3913,SDG: Sub-Saharan Africa,Liberia,2015,female,32.4,154.66,0.0,88.92935483870968,73.7825,11.02,2.12
3914,SDG: Sub-Saharan Africa,Liberia,2015,male,27.1,160.86,0.0,88.92935483870968,73.7825,11.02,2.12
3915,SDG: Sub-Saharan Africa,Liberia,2016,female,33.0,135.1,0.0,88.92935483870968,73.7825,11.02,2.11
3916,SDG: Sub-Saharan Africa,Liberia,2016,male,27.0,133.63,0.0,88.92935483870968,73.7825,11.02,2.11
3917,SDG: Sub-Saharan Africa,Liberia,2017,female,33.5,125.74,0.0,58.04,30.07,7.77,2.66
3918,SDG: Sub-Saharan Africa,Liberia,2017,male,26.9,124.64,0.0,63.06,61.92,7.77,2.66
3919,SDG: Sub-Saharan Africa,Liberia,2018,female,34.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,8.0,2.5
3920,SDG: Sub-Saharan Africa,Liberia,2018,male,26.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,8.0,2.5
3921,SDG: Sub-Saharan Africa,Liberia,2019,female,32.69,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,13.72,2.49
3922,SDG: Sub-Saharan Africa,Liberia,2019,male,28.65,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,13.72,2.49
3923,SDG: Sub-Saharan Africa,Liberia,2020,female,35.0,133.95,0.0,88.92935483870968,73.7825,13.71,2.14
3924,SDG: Sub-Saharan Africa,Liberia,2020,male,26.8,123.23,0.0,88.92935483870968,73.7825,13.71,2.14
3929,SDG: Sub-Saharan Africa,Madagascar,2012,female,48.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,70.46,67.58,20.33,2.34
3930,SDG: Sub-Saharan Africa,Madagascar,2012,male,42.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,67.8,74.68,20.33,2.34
3931,SDG: Sub-Saharan Africa,Madagascar,2013,female,49.2,12.56,0.0,69.68,73.7825,13.99,1.78
3932,SDG: Sub-Saharan Africa,Madagascar,2013,male,42.2,11.94,0.0,66.25,73.7825,13.99,1.78
3933,SDG: Sub-Saharan Africa,Madagascar,2014,female,50.0,14.22,0.0,70.18,73.7825,18.97,2.38
3934,SDG: Sub-Saharan Africa,Madagascar,2014,male,42.5,13.39,0.0,66.23,73.7825,18.97,2.38
3935,SDG: Sub-Saharan Africa,Madagascar,2015,female,51.0,18.69,0.0,70.74,73.7825,16.96,2.21
3936,SDG: Sub-Saharan Africa,Madagascar,2015,male,42.9,17.37,0.0,66.59,73.7825,16.96,2.21
3937,SDG: Sub-Saharan Africa,Madagascar,2016,female,52.3,29.77,0.0,69.76,73.7825,19.84,2.69
3938,SDG: Sub-Saharan Africa,Madagascar,2016,male,43.5,27.29,0.0,65.42,73.7825,19.84,2.69
3939,SDG: Sub-Saharan Africa,Madagascar,2017,female,53.7,39.27,0.0,69.64,73.7825,17.15,2.7
3940,SDG: Sub-Saharan Africa,Madagascar,2017,male,44.2,35.89,0.0,64.4,73.7825,17.15,2.7
3941,SDG: Sub-Saharan Africa,Madagascar,2018,female,60.21,41.44,0.0,68.08,73.5,19.82,2.84
3942,SDG: Sub-Saharan Africa,Madagascar,2018,male,51.64,37.82,0.0,62.89,77.51,19.82,2.84
3943,SDG: Sub-Saharan Africa,Madagascar,2019,female,56.7,42.19,0.0,65.78,73.7825,17.95,2.99
3944,SDG: Sub-Saharan Africa,Madagascar,2019,male,45.7,38.15,0.0,60.81,73.7825,17.95,2.99
3945,SDG: Sub-Saharan Africa,Madagascar,2020,female,57.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.34,3.21
3946,SDG: Sub-Saharan Africa,Madagascar,2020,male,46.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.34,3.21
3947,SDG: Sub-Saharan Africa,Madagascar,2021,female,53.55,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,74.2,15.52,3.18
3948,SDG: Sub-Saharan Africa,Madagascar,2021,male,46.04,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,78.01,15.52,3.18
3951,SDG: Sub-Saharan Africa,Malawi,2012,female,47.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,74.61,73.7825,13.64,3.68
3952,SDG: Sub-Saharan Africa,Malawi,2012,male,36.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,74.99,73.7825,13.64,3.68
3953,SDG: Sub-Saharan Africa,Malawi,2013,female,48.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,80.1,73.7825,20.5,5.42
3954,SDG: Sub-Saharan Africa,Malawi,2013,male,37.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,79.99,73.7825,20.5,5.42
3955,SDG: Sub-Saharan Africa,Malawi,2014,female,51.43,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,80.61,50.98,16.6,4.84
3956,SDG: Sub-Saharan Africa,Malawi,2014,male,45.19,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,79.39,75.16,16.6,4.84
3957,SDG: Sub-Saharan Africa,Malawi,2015,female,51.67,84.02,0.0,88.92935483870968,50.52,21.8,5.61
3958,SDG: Sub-Saharan Africa,Malawi,2015,male,42.59,83.15,0.0,88.92935483870968,68.85,21.8,5.61
3959,SDG: Sub-Saharan Africa,Malawi,2016,female,51.67,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,17.2,4.75
3960,SDG: Sub-Saharan Africa,Malawi,2016,male,42.59,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,17.2,4.75
3961,SDG: Sub-Saharan Africa,Malawi,2017,female,52.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,14.34,4.03
3962,SDG: Sub-Saharan Africa,Malawi,2017,male,38.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,14.34,4.03
3963,SDG: Sub-Saharan Africa,Malawi,2018,female,53.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.83,3.32
3964,SDG: Sub-Saharan Africa,Malawi,2018,male,39.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.83,3.32
3965,SDG: Sub-Saharan Africa,Malawi,2019,female,54.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,85.03,73.7825,15.022455621301775,4.163665730337078
3966,SDG: Sub-Saharan Africa,Malawi,2019,male,39.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,75.71,73.7825,15.022455621301775,4.163665730337078
3967,SDG: Sub-Saharan Africa,Malawi,2020,female,54.02,25.82,0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
3968,SDG: Sub-Saharan Africa,Malawi,2020,male,44.87,22.14,0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
3973,SDG: Sub-Saharan Africa,Mali,2012,female,37.75,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,49.83,73.7825,22.4,3.48
3974,SDG: Sub-Saharan Africa,Mali,2012,male,45.53,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,59.15,73.7825,22.4,3.48
3975,SDG: Sub-Saharan Africa,Mali,2013,female,37.75,3.78,0.0,88.92935483870968,73.7825,16.62,3.28
3976,SDG: Sub-Saharan Africa,Mali,2013,male,45.53,3.61,0.0,88.92935483870968,73.7825,16.62,3.28
3977,SDG: Sub-Saharan Africa,Mali,2014,female,41.6,4.03,0.0,49.75,73.7825,18.22,3.65
3978,SDG: Sub-Saharan Africa,Mali,2014,male,48.6,3.85,0.0,56.57,73.7825,18.22,3.65
3979,SDG: Sub-Saharan Africa,Mali,2015,female,43.61,4.16,0.0,48.05,15.29,18.16,3.8
3980,SDG: Sub-Saharan Africa,Mali,2015,male,52.16,3.95,0.0,53.73,40.16,18.16,3.8
3981,SDG: Sub-Saharan Africa,Mali,2016,female,44.6,4.47,0.0,47.86,73.7825,13.9,3.09
3982,SDG: Sub-Saharan Africa,Mali,2016,male,50.9,4.27,0.0,54.14,73.7825,13.9,3.09
3983,SDG: Sub-Saharan Africa,Mali,2017,female,46.0,7.08,0.0,47.14,73.7825,16.53,3.79
3984,SDG: Sub-Saharan Africa,Mali,2017,male,51.9,6.64,0.0,52.02,73.7825,16.53,3.79
3985,SDG: Sub-Saharan Africa,Mali,2018,female,42.26,7.08,0.0,88.92935483870968,17.89,16.44,4.04
3986,SDG: Sub-Saharan Africa,Mali,2018,male,52.22,6.84,0.0,88.92935483870968,42.74,16.44,4.04
