Unnamed: 0,Region,Country,Year,Gender,Completion Rate for lower secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes","Gross intake ratio to the last grade of lower secondary general education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
3950,SDG: Sub-Saharan Africa,Malawi,2013,female,19.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,20.45,68.735,20.5,5.42
3951,SDG: Sub-Saharan Africa,Malawi,2013,male,20.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,22.67,68.735,20.5,5.42
3952,SDG: Sub-Saharan Africa,Malawi,2014,female,20.04,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,21.99,50.98,16.6,4.84
3953,SDG: Sub-Saharan Africa,Malawi,2014,male,23.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,24.61,75.16,16.6,4.84
3954,SDG: Sub-Saharan Africa,Malawi,2015,female,20.92,84.02,0.0,22.64,50.52,21.8,5.61
3955,SDG: Sub-Saharan Africa,Malawi,2015,male,22.76,83.15,0.0,25.45,68.85,21.8,5.61
3956,SDG: Sub-Saharan Africa,Malawi,2016,female,20.92,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,17.2,4.75
3957,SDG: Sub-Saharan Africa,Malawi,2016,male,22.76,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,17.2,4.75
3958,SDG: Sub-Saharan Africa,Malawi,2017,female,22.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.34,4.03
3959,SDG: Sub-Saharan Africa,Malawi,2017,male,21.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.34,4.03
3960,SDG: Sub-Saharan Africa,Malawi,2018,female,23.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,21.91,68.735,15.83,3.32
3961,SDG: Sub-Saharan Africa,Malawi,2018,male,22.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,23.72,68.735,15.83,3.32
3962,SDG: Sub-Saharan Africa,Malawi,2019,female,24.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
3963,SDG: Sub-Saharan Africa,Malawi,2019,male,22.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
3964,SDG: Sub-Saharan Africa,Malawi,2020,female,22.76,25.82,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
3965,SDG: Sub-Saharan Africa,Malawi,2020,male,23.4,22.14,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
3970,SDG: Sub-Saharan Africa,Mali,2012,female,13.15,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,22.4,3.48
3971,SDG: Sub-Saharan Africa,Mali,2012,male,23.34,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,22.4,3.48
3972,SDG: Sub-Saharan Africa,Mali,2013,female,13.15,3.78,0.0,26.34,68.735,16.62,3.28
3973,SDG: Sub-Saharan Africa,Mali,2013,male,23.34,3.61,0.0,33.87,68.735,16.62,3.28
3974,SDG: Sub-Saharan Africa,Mali,2014,female,19.5,4.03,0.0,29.2,68.735,18.22,3.65
3975,SDG: Sub-Saharan Africa,Mali,2014,male,27.7,3.85,0.0,37.41,68.735,18.22,3.65
3976,SDG: Sub-Saharan Africa,Mali,2015,female,24.44,4.16,0.0,27.21,15.29,18.16,3.8
3977,SDG: Sub-Saharan Africa,Mali,2015,male,32.66,3.95,0.0,34.32,40.16,18.16,3.8
3978,SDG: Sub-Saharan Africa,Mali,2016,female,21.6,4.47,0.0,25.36,68.735,13.9,3.09
3979,SDG: Sub-Saharan Africa,Mali,2016,male,27.9,4.27,0.0,35.74,68.735,13.9,3.09
3980,SDG: Sub-Saharan Africa,Mali,2017,female,22.6,7.08,0.0,26.79,68.735,16.53,3.79
3981,SDG: Sub-Saharan Africa,Mali,2017,male,28.0,6.64,0.0,32.53,68.735,16.53,3.79
3982,SDG: Sub-Saharan Africa,Mali,2018,female,23.27,7.08,0.0,72.63083822296731,17.89,16.44,4.04
3983,SDG: Sub-Saharan Africa,Mali,2018,male,32.93,6.84,0.0,72.63083822296731,42.74,16.44,4.04
3984,SDG: Sub-Saharan Africa,Mali,2019,female,24.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,15.15,3.61
3985,SDG: Sub-Saharan Africa,Mali,2019,male,28.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,15.15,3.61
3986,SDG: Sub-Saharan Africa,Mali,2020,female,12.21,7.79,0.0,72.63083822296731,16.48,14.79,3.83
3987,SDG: Sub-Saharan Africa,Mali,2020,male,24.38,7.41,0.0,72.63083822296731,36.59,14.79,3.83
3992,SDG: Sub-Saharan Africa,Mauritania,2012,female,31.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,21.03,68.735,10.02,2.16
3993,SDG: Sub-Saharan Africa,Mauritania,2012,male,39.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,19.59,68.735,10.02,2.16
3994,SDG: Sub-Saharan Africa,Mauritania,2013,female,34.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,52.88,11.41,2.29
3995,SDG: Sub-Saharan Africa,Mauritania,2013,male,41.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,66.82,11.41,2.29
3996,SDG: Sub-Saharan Africa,Mauritania,2014,female,36.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,28.88,68.735,11.91,2.56
3997,SDG: Sub-Saharan Africa,Mauritania,2014,male,42.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,30.2,68.735,11.91,2.56
3998,SDG: Sub-Saharan Africa,Mauritania,2015,female,27.73,5.58,0.0,32.25,68.735,12.84,2.83
3999,SDG: Sub-Saharan Africa,Mauritania,2015,male,37.03,4.42,0.0,32.48,68.735,12.84,2.83
4000,SDG: Sub-Saharan Africa,Mauritania,2016,female,40.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,29.3,68.735,9.33,1.94
4001,SDG: Sub-Saharan Africa,Mauritania,2016,male,44.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,29.57,68.735,9.33,1.94
4002,SDG: Sub-Saharan Africa,Mauritania,2017,female,42.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,36.29,68.735,14.96826379542396,4.1106463878327
4003,SDG: Sub-Saharan Africa,Mauritania,2017,male,45.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,36.36,68.735,14.96826379542396,4.1106463878327
4004,SDG: Sub-Saharan Africa,Mauritania,2018,female,43.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,44.14,68.735,14.96826379542396,4.1106463878327
4005,SDG: Sub-Saharan Africa,Mauritania,2018,male,45.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,39.62,68.735,14.96826379542396,4.1106463878327
4006,SDG: Sub-Saharan Africa,Mauritania,2019,female,44.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,45.0,68.735,10.23,1.78
4007,SDG: Sub-Saharan Africa,Mauritania,2019,male,46.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,46.86,68.735,10.23,1.78
4008,SDG: Sub-Saharan Africa,Mauritania,2020,female,22.74,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,9.73,1.77
4009,SDG: Sub-Saharan Africa,Mauritania,2020,male,23.64,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,9.73,1.77
4012,SDG: Sub-Saharan Africa,Mauritius,2012,female,89.8,106.67,0.0,86.37,68.735,15.94,3.42
4013,SDG: Sub-Saharan Africa,Mauritius,2012,male,84.0,105.12,0.0,78.43,68.735,15.94,3.42
4014,SDG: Sub-Saharan Africa,Mauritius,2013,female,90.4,75.08,12.49,88.2,68.735,15.61,3.57
4015,SDG: Sub-Saharan Africa,Mauritius,2013,male,84.1,74.41,13.24,81.1,68.735,15.61,3.57
4016,SDG: Sub-Saharan Africa,Mauritius,2014,female,91.0,75.5,15.1,90.83,68.735,16.57,4.82
4017,SDG: Sub-Saharan Africa,Mauritius,2014,male,84.5,73.33,14.06,81.1,68.735,16.57,4.82
4018,SDG: Sub-Saharan Africa,Mauritius,2015,female,91.6,77.19,15.87,89.97,68.735,16.47,4.76
4019,SDG: Sub-Saharan Africa,Mauritius,2015,male,85.0,75.63,16.27,78.57,68.735,16.47,4.76
4020,SDG: Sub-Saharan Africa,Mauritius,2016,female,92.2,75.31,13.55,93.13,68.735,16.3,4.88
4021,SDG: Sub-Saharan Africa,Mauritius,2016,male,85.5,74.3,13.87,84.04,68.735,16.3,4.88
4034,SDG: Sub-Saharan Africa,Mozambique,2012,female,6.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,21.21,68.735,19.77,5.67
4035,SDG: Sub-Saharan Africa,Mozambique,2012,male,11.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,24.12,68.735,19.77,5.67
4036,SDG: Sub-Saharan Africa,Mozambique,2013,female,7.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,22.31,68.735,19.03,6.12
4037,SDG: Sub-Saharan Africa,Mozambique,2013,male,11.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,23.67,68.735,19.03,6.12
4038,SDG: Sub-Saharan Africa,Mozambique,2014,female,7.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,21.75,68.735,17.61,6.49
4039,SDG: Sub-Saharan Africa,Mozambique,2014,male,12.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,23.47,68.735,17.61,6.49
4040,SDG: Sub-Saharan Africa,Mozambique,2015,female,16.28,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,22.39,35.55,19.85,6.01
4041,SDG: Sub-Saharan Africa,Mozambique,2015,male,18.22,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,23.51,68.25,19.85,6.01
4042,SDG: Sub-Saharan Africa,Mozambique,2016,female,8.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,20.2,5.87
4043,SDG: Sub-Saharan Africa,Mozambique,2016,male,13.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,20.2,5.87
4056,SDG: Sub-Saharan Africa,Namibia,2012,female,52.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,63.89,68.735,23.0,9.08
4057,SDG: Sub-Saharan Africa,Namibia,2012,male,41.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,57.99,68.735,23.0,9.08
4058,SDG: Sub-Saharan Africa,Namibia,2013,female,63.12,15.46,12.95,65.13,68.735,23.6,8.6
4059,SDG: Sub-Saharan Africa,Namibia,2013,male,48.82,14.58,11.98,59.03,68.735,23.6,8.6
4060,SDG: Sub-Saharan Africa,Namibia,2014,female,54.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.96,8.99
4061,SDG: Sub-Saharan Africa,Namibia,2014,male,42.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.96,8.99
4062,SDG: Sub-Saharan Africa,Namibia,2015,female,81.44,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,22.57,9.53
4063,SDG: Sub-Saharan Africa,Namibia,2015,male,69.89,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,22.57,9.53
4064,SDG: Sub-Saharan Africa,Namibia,2016,female,56.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.94,10.31
4065,SDG: Sub-Saharan Africa,Namibia,2016,male,43.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,23.94,10.31
4066,SDG: Sub-Saharan Africa,Namibia,2017,female,57.8,26.06,23.0,80.52,68.735,24.67,9.71
4067,SDG: Sub-Saharan Africa,Namibia,2017,male,43.4,24.95,21.95,72.84,68.735,24.67,9.71
4068,SDG: Sub-Saharan Africa,Namibia,2018,female,58.8,31.27,29.91,72.63083822296731,68.735,24.78,9.62
4069,SDG: Sub-Saharan Africa,Namibia,2018,male,43.9,28.45,26.48,72.63083822296731,68.735,24.78,9.62
4072,SDG: Sub-Saharan Africa,Niger,2012,female,4.08,6.09,0.0,9.48,18.29,19.19,3.19
4073,SDG: Sub-Saharan Africa,Niger,2012,male,9.17,5.85,0.0,13.49,35.19,19.19,3.19
4074,SDG: Sub-Saharan Africa,Niger,2013,female,5.4,7.09,0.0,9.88,68.735,18.08,3.69
4075,SDG: Sub-Saharan Africa,Niger,2013,male,10.9,6.74,0.0,14.14,68.735,18.08,3.69
4076,SDG: Sub-Saharan Africa,Niger,2014,female,5.6,7.25,0.0,9.99,68.735,21.66,5.1
4077,SDG: Sub-Saharan Africa,Niger,2014,male,11.0,6.9,0.0,14.36,68.735,21.66,5.1
4078,SDG: Sub-Saharan Africa,Niger,2015,female,5.7,7.53,0.0,12.86,68.735,18.51,4.49
4079,SDG: Sub-Saharan Africa,Niger,2015,male,11.2,7.16,0.0,17.58,68.735,18.51,4.49
4080,SDG: Sub-Saharan Africa,Niger,2016,female,5.9,7.95,0.0,14.37,68.735,15.35,2.96
4081,SDG: Sub-Saharan Africa,Niger,2016,male,11.4,7.76,0.0,18.67,68.735,15.35,2.96
4082,SDG: Sub-Saharan Africa,Niger,2017,female,6.1,8.13,0.0,15.26,68.735,13.22,2.58
4083,SDG: Sub-Saharan Africa,Niger,2017,male,11.5,7.72,0.0,20.23,68.735,13.22,2.58
4094,SDG: Sub-Saharan Africa,Nigeria,2012,female,62.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4095,SDG: Sub-Saharan Africa,Nigeria,2012,male,69.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4096,SDG: Sub-Saharan Africa,Nigeria,2013,female,44.73,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4097,SDG: Sub-Saharan Africa,Nigeria,2013,male,59.63,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4098,SDG: Sub-Saharan Africa,Nigeria,2014,female,62.8,14.74,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4099,SDG: Sub-Saharan Africa,Nigeria,2014,male,71.1,15.03,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4100,SDG: Sub-Saharan Africa,Nigeria,2015,female,63.5,16.73,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4101,SDG: Sub-Saharan Africa,Nigeria,2015,male,72.2,15.87,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4102,SDG: Sub-Saharan Africa,Nigeria,2016,female,60.96,14.06,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4103,SDG: Sub-Saharan Africa,Nigeria,2016,male,72.32,13.7,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4104,SDG: Sub-Saharan Africa,Nigeria,2017,female,65.2,19.94,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
4105,SDG: Sub-Saharan Africa,Nigeria,2017,male,74.3,18.38,5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
